0.5	0.5
0.36	0.64
0.5	0.5
0.32	0.68
0.32	0.68
0.42	0.58
0.4	0.6
0.41	0.59
0.37	0.63
0.34	0.66
0.46	0.54
0.63	0.37
0.48	0.52
0.47	0.53
0.57	0.43
0.6	0.4
0.67	0.33
0.41	0.59
0.6	0.4
0.61	0.39
0.37	0.63
0.42	0.58
0.36	0.64
0.42	0.58
0.44	0.56
0.45	0.55
0.38	0.62
0.59	0.41
0.54	0.46
0.62	0.38
0.58	0.42
0.54	0.46
0.49	0.51
0.35	0.65
0.59	0.41
0.5	0.5
0.4	0.6
0.43	0.57
0.64	0.36
0.46	0.54
0.39	0.61
0.43	0.57
0.44	0.56
0.34	0.66
0.37	0.63
0.39	0.61
0.37	0.63
0.35	0.65
0.46	0.54
0.41	0.59
0.44	0.56
0.45	0.55
0.35	0.65
0.64	0.36
0.62	0.38
0.35	0.65
0.48	0.52
0.39	0.61
0.45	0.55
0.33	0.67
0.42	0.58
0.33	0.67
0.44	0.56
0.54	0.46
0.64	0.36
0.46	0.54
0.4	0.6
0.43	0.57
0.46	0.54
0.64	0.36
0.54	0.46
0.37	0.63
0.4	0.6
0.48	0.52
0.4	0.6
0.4	0.6
0.49	0.51
0.34	0.66
0.69	0.31
0.48	0.52
0.34	0.66
0.49	0.51
0.65	0.35
0.63	0.37
0.62	0.38
0.4	0.6
0.48	0.52
0.58	0.42
0.47	0.53
0.56	0.44
0.48	0.52
0.39	0.61
0.38	0.62
0.33	0.67
0.55	0.45
0.38	0.62
0.42	0.58
0.3	0.7
0.36	0.64
0.58	0.42
0.36	0.64
0.42	0.58
0.43	0.57
0.64	0.36
0.61	0.39
0.3	0.7
0.64	0.36
0.42	0.58
0.43	0.57
0.43	0.57
0.6	0.4
0.51	0.49
0.57	0.43
0.49	0.51
0.44	0.56
0.42	0.58
0.64	0.36
0.37	0.63
0.6	0.4
0.41	0.59
0.34	0.66
0.43	0.57
0.45	0.55
0.39	0.61
0.58	0.42
0.6	0.4
0.63	0.37
0.61	0.39
0.45	0.55
0.48	0.52
0.62	0.38
0.56	0.44
0.49	0.51
0.4	0.6
0.56	0.44
0.46	0.54
0.43	0.57
0.41	0.59
0.4	0.6
0.63	0.37
0.41	0.59
0.35	0.65
0.63	0.37
0.37	0.63
0.53	0.47
0.42	0.58
0.36	0.64
0.43	0.57
0.39	0.61
0.34	0.66
0.52	0.48
0.64	0.36
0.52	0.48
0.41	0.59
0.65	0.35
0.4	0.6
0.63	0.37
0.6	0.4
0.45	0.55
0.55	0.45
0.59	0.41
0.42	0.58
0.27	0.73
0.49	0.51
0.47	0.53
0.44	0.56
0.35	0.65
0.41	0.59
0.44	0.56
0.44	0.56
0.59	0.41
0.51	0.49
0.39	0.61
0.36	0.64
0.41	0.59
0.43	0.57
0.56	0.44
0.4	0.6
0.37	0.63
0.58	0.42
0.53	0.47
0.6	0.4
0.42	0.58
0.63	0.37
0.45	0.55
0.6	0.4
0.7	0.3
0.58	0.42
0.61	0.39
0.68	0.32
0.39	0.61
0.59	0.41
0.47	0.53
0.39	0.61
0.62	0.38
0.53	0.47
0.67	0.33
0.43	0.57
0.33	0.67
0.67	0.33
