0.55	0.45
0.64	0.36
0.45	0.55
0.36	0.64
0.28	0.72
0.41	0.59
0.64	0.36
0.42	0.58
0.48	0.52
0.4	0.6
0.56	0.44
0.54	0.46
0.44	0.56
0.47	0.53
0.34	0.66
0.35	0.65
0.35	0.65
0.39	0.61
0.65	0.35
0.39	0.61
0.41	0.59
0.56	0.44
0.56	0.44
0.45	0.55
0.46	0.54
0.52	0.48
0.46	0.54
0.66	0.34
0.37	0.63
0.47	0.53
0.4	0.6
0.61	0.39
0.43	0.57
0.45	0.55
0.43	0.57
0.58	0.42
0.51	0.49
0.44	0.56
0.4	0.6
0.4	0.6
0.48	0.52
0.63	0.37
0.67	0.33
0.41	0.59
0.64	0.36
0.53	0.47
0.63	0.37
0.44	0.56
0.5	0.5
0.46	0.54
0.46	0.54
0.41	0.59
0.63	0.37
0.41	0.59
0.73	0.27
0.62	0.38
0.68	0.32
0.42	0.58
0.4	0.6
0.4	0.6
0.43	0.57
0.34	0.66
0.53	0.47
0.45	0.55
0.55	0.45
0.44	0.56
0.61	0.39
0.37	0.63
0.33	0.67
0.56	0.44
0.59	0.41
0.34	0.66
0.63	0.37
0.65	0.35
0.42	0.58
0.41	0.59
0.4	0.6
0.4	0.6
0.42	0.58
0.37	0.63
0.49	0.51
0.62	0.38
0.38	0.62
0.34	0.66
0.48	0.52
0.44	0.56
0.64	0.36
0.45	0.55
0.38	0.62
0.4	0.6
0.5	0.5
0.54	0.46
0.47	0.53
0.42	0.58
0.47	0.53
0.57	0.43
0.6	0.4
0.35	0.65
0.65	0.35
0.62	0.38
0.4	0.6
0.64	0.36
0.64	0.36
0.59	0.41
0.39	0.61
0.39	0.61
0.38	0.62
0.53	0.47
0.4	0.6
0.43	0.57
0.56	0.44
0.36	0.64
0.42	0.58
0.5	0.5
0.51	0.49
0.41	0.59
0.43	0.57
0.46	0.54
0.37	0.63
0.66	0.34
0.45	0.55
0.61	0.39
0.45	0.55
0.43	0.57
0.44	0.56
0.49	0.51
0.46	0.54
0.49	0.51
0.3	0.7
0.41	0.59
0.39	0.61
0.6	0.4
0.57	0.43
0.56	0.44
0.48	0.52
0.37	0.63
0.68	0.32
0.39	0.61
0.42	0.58
0.44	0.56
0.38	0.62
0.52	0.48
0.51	0.49
0.58	0.42
0.35	0.65
0.61	0.39
0.45	0.55
0.67	0.33
0.62	0.38
0.44	0.56
0.41	0.59
0.55	0.45
0.68	0.32
0.54	0.46
0.41	0.59
0.48	0.52
0.45	0.55
0.48	0.52
0.58	0.42
0.52	0.48
0.47	0.53
0.59	0.41
0.66	0.34
0.74	0.26
0.36	0.64
0.4	0.6
0.49	0.51
0.42	0.58
0.44	0.56
0.5	0.5
0.42	0.58
0.61	0.39
0.35	0.65
0.41	0.59
0.71	0.29
0.64	0.36
0.48	0.52
0.37	0.63
0.36	0.64
0.48	0.52
0.39	0.61
0.44	0.56
0.47	0.53
0.63	0.37
0.49	0.51
0.4	0.6
0.43	0.57
0.39	0.61
0.51	0.49
0.44	0.56
0.53	0.47
0.42	0.58
0.62	0.38
0.43	0.57
0.4	0.6
0.68	0.32
0.43	0.57
0.56	0.44
0.52	0.48
0.3	0.7
