0.59	0.41
0.49	0.51
0.6	0.4
0.45	0.55
0.46	0.54
0.39	0.61
0.46	0.54
0.38	0.62
0.37	0.63
0.44	0.56
0.44	0.56
0.48	0.52
0.59	0.41
0.51	0.49
0.53	0.47
0.53	0.47
0.57	0.43
0.55	0.45
0.4	0.6
0.47	0.53
0.39	0.61
0.44	0.56
0.52	0.48
0.47	0.53
0.53	0.47
0.61	0.39
0.57	0.43
0.48	0.52
0.47	0.53
0.52	0.48
0.46	0.54
0.46	0.54
0.55	0.45
0.48	0.52
0.51	0.49
0.57	0.43
0.53	0.47
0.5	0.5
0.5	0.5
0.54	0.46
0.45	0.55
0.47	0.53
0.45	0.55
0.52	0.48
0.5	0.5
0.54	0.46
0.49	0.51
0.49	0.51
0.39	0.61
0.57	0.43
0.41	0.59
0.37	0.63
0.55	0.45
0.41	0.59
0.64	0.36
0.5	0.5
0.52	0.48
0.5	0.5
0.62	0.38
0.38	0.62
0.48	0.52
0.5	0.5
0.5	0.5
0.65	0.35
0.5	0.5
0.42	0.58
0.42	0.58
0.57	0.43
0.45	0.55
0.58	0.42
0.49	0.51
0.49	0.51
0.44	0.56
0.42	0.58
0.54	0.46
0.51	0.49
0.56	0.44
0.46	0.54
0.45	0.55
0.39	0.61
0.56	0.44
0.49	0.51
0.64	0.36
0.38	0.62
0.38	0.62
0.57	0.43
0.46	0.54
0.48	0.52
0.47	0.53
0.55	0.45
0.51	0.49
0.49	0.51
0.46	0.54
0.37	0.63
0.61	0.39
0.51	0.49
0.45	0.55
0.41	0.59
0.35	0.65
0.39	0.61
0.43	0.57
0.53	0.47
0.44	0.56
0.6	0.4
0.3	0.7
0.47	0.53
0.47	0.53
0.41	0.59
0.6	0.4
0.46	0.54
0.43	0.57
0.48	0.52
0.45	0.55
0.44	0.56
0.39	0.61
0.46	0.54
0.32	0.68
0.44	0.56
0.51	0.49
0.54	0.46
0.54	0.46
0.39	0.61
0.46	0.54
0.43	0.57
0.53	0.47
0.49	0.51
0.63	0.37
0.42	0.58
0.55	0.45
0.5	0.5
0.46	0.54
0.48	0.52
0.57	0.43
0.45	0.55
0.53	0.47
0.48	0.52
0.45	0.55
0.43	0.57
0.45	0.55
0.45	0.55
0.42	0.58
0.65	0.35
0.48	0.52
0.59	0.41
0.55	0.45
0.55	0.45
0.56	0.44
0.44	0.56
0.44	0.56
0.5	0.5
0.57	0.43
0.41	0.59
0.54	0.46
0.5	0.5
0.52	0.48
0.46	0.54
0.58	0.42
0.42	0.58
0.46	0.54
0.59	0.41
0.47	0.53
0.42	0.58
0.49	0.51
0.46	0.54
0.41	0.59
0.48	0.52
0.45	0.55
0.4	0.6
0.54	0.46
0.52	0.48
0.54	0.46
0.28	0.72
0.48	0.52
0.44	0.56
0.53	0.47
0.4	0.6
0.36	0.64
0.38	0.62
0.52	0.48
0.63	0.37
0.47	0.53
0.45	0.55
0.57	0.43
0.37	0.63
0.38	0.62
0.54	0.46
0.42	0.58
0.42	0.58
0.43	0.57
0.43	0.57
0.39	0.61
0.39	0.61
0.44	0.56
0.4	0.6
0.5	0.5
0.49	0.51
0.45	0.55
0.59	0.41
0.49	0.51
0.4	0.6
